Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
38,Contra La Pared,Sean Paul,147748,https://open.spotify.com/track/3JjaofJ0lCeEsFSZqppzOp,2019-04-09,3JjaofJ0lCeEsFSZqppzOp,0.0156,0.828,224681,0.588,0.0,2,0.124,-7.14,1,0.118,94.052,4,0.598
10,Un Año,Sebastian Yatra,341290,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,2019-04-12,2vrpcQNg6itmgVZWsNjWe0,0.14,0.773,163813,0.378,0.0,1,0.133,-7.062,0,0.0531,94.946,4,0.513
38,Boy With Luv (feat. Halsey),BTS,174261,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019-04-12,5KawlOMHjWeUjQtnuRs22c,0.0923,0.645,229773,0.862,0.0,11,0.192,-4.757,0,0.0965,119.991,4,0.798
40,Cristina,Sebastian Yatra,162418,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k,2019-04-12,703iVQrfbQsXt7Uzgy1h8k,0.29,0.411,201627,0.508,0.0,5,0.123,-4.342,1,0.0557,81.96,3,0.668
49,De Los Besos Que Te Di,Christian Nodal,125761,https://open.spotify.com/track/2ttoeuNKXixDHom5rRvowm,2019-04-16,2ttoeuNKXixDHom5rRvowm,0.305,0.683,167493,0.501,0.0,11,0.0439,-3.823,0,0.031,97.971,4,0.703
44,Con Calma - Remix,Daddy Yankee,126746,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH,2019-04-19,4au7FRcgZzChASRYu279xH,0.166,0.736,181280,0.868,1.48e-06,8,0.0419,-3.01,0,0.0454,94.026,4,0.613
50,Que Mas Pues - Remix,Sech,118589,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-04-23,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
45,Mala Fama,Danna Paola,126030,https://open.spotify.com/track/6m9qNGeOq3Nvq7Qhal4t83,2019-04-25,6m9qNGeOq3Nvq7Qhal4t83,0.2,0.763,182467,0.578,5.12e-06,6,0.0595,-3.894,0,0.0852,175.959,4,0.818
15,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,267109,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh,2019-04-26,4Sib57MmYGJzSvkW84jTwh,0.0291,0.614,193040,0.839,0.0,0,0.112,-4.143,1,0.0702,182.123,4,0.657
50,Punto G,KAROL G,121451,https://open.spotify.com/track/5Lb1pjnll07UQKxNpnnGBy,2019-04-26,5Lb1pjnll07UQKxNpnnGBy,0.00796,0.787,181587,0.751,0.000139,6,0.0857,-4.738,0,0.0865,165.961,4,0.926
48,Déjate Querer,Lalo Ebratt,113044,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8,2019-04-29,3mN2DtljBhnrIpc3Nu2pJ8,0.028,0.755,202824,0.792,0.0,6,0.0754,-4.238,1,0.0484,106.014,4,0.844
40,Baila Baila Baila - Remix,Ozuna,136910,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,2019-04-30,7mWFF4gPADjTQjC97CgFVt,0.0598,0.785,235284,0.572,0.0,2,0.218,-7.504,1,0.123,100.016,4,0.49
33,Otro Trago,Sech,154652,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-05-02,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
47,Dime Cuantas Veces,Micro Tdh,124015,https://open.spotify.com/track/4t8YQE2FIpTIq9SxeuOuuP,2019-05-02,4t8YQE2FIpTIq9SxeuOuuP,0.335,0.753,213960,0.572,2.02e-05,5,0.0858,-6.062,0,0.371,200.007,4,0.752
9,Desconocidos,Mau y Ricky,332038,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-05-03,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
37,Punto G,KAROL G,158559,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b,2019-05-03,2E82gORVSA7UMEz5M1IP3b,0.00938,0.791,183160,0.746,0.000117,6,0.125,-4.716,1,0.0907,165.994,4,0.905
38,Créeme,KAROL G,153378,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU,2019-05-03,4EKZsrsCKyqr64FBHLc0DU,0.126,0.715,214293,0.874,0.000162,6,0.105,-3.576,1,0.0548,96.995,4,0.652
46,If I Can't Have You,Shawn Mendes,138743,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,2019-05-03,6LsAAHotRLMOHfCsSfYCsz,0.524,0.692,190800,0.809,0.0,2,0.147,-4.198,1,0.0602,123.911,4,0.864
21,Contra La Pared,Sean Paul,201154,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,2019-05-09,37eGbhE1xVFSvcKkqGb6i1,0.0156,0.828,224681,0.588,0.0,2,0.124,-7.14,1,0.118,94.052,4,0.598
6,Pa Mí - Remix,Dalex,401412,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-05-10,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
10,I Don't Care (with Justin Bieber),Ed Sheeran,335169,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2019-05-10,3HVWdVOQ0ZA45FuZGSfvns,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
29,Soltera - Remix,Lunay,186039,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-05-10,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
32,No Te Contaron Mal,Christian Nodal,179722,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,2019-05-10,7hbk4BaF66O09R1gq0bKwj,0.369,0.644,156520,0.568,0.0,9,0.151,-3.077,0,0.038,81.409,4,0.654
36,De Los Besos Que Te Di,Christian Nodal,153919,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97,2019-05-10,1qfoq1qvZT7VwDVeekCJ97,0.388,0.504,167373,0.503,0.0,7,0.0608,-3.313,1,0.0422,195.593,4,0.709
47,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,118913,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-05-13,6u7jPi22kF8CTQ3rb9DHE7,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
40,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,136298,https://open.spotify.com/track/53rkN7z3bKorDSIxDvqXNt,2019-05-15,53rkN7z3bKorDSIxDvqXNt,0.102,0.86,268794,0.697,0.0,1,0.159,-4.727,1,0.0718,129.978,4,0.586
2,HP,Maluma,528444,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-05-17,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
18,11 PM,Maluma,249973,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-05-17,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
