Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
39,Mejor Me Alejo,Banda Sinaloense MS de Sergio Lizárraga,144251,https://open.spotify.com/track/5OUGSwa2eadrcAsMdUItmO,2019-01-15,5OUGSwa2eadrcAsMdUItmO,0.206,0.823,201960,0.378,3.95e-06,0,0.106,-6.906,1,0.0431,124.084,4,0.54
40,Amanece,Anuel AA,139564,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019-01-15,1LiN0Z98FkR1t0m8KmLcAH,0.437,0.79,190005,0.631,0.0,8,0.158,-5.549,0,0.0425,94.039,4,0.889
41,Déjala que vuelva (feat. Manuel Turizo),Piso 21,136742,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G,2019-01-15,1j6xOGusnyXq3l6IryKF3G,0.0482,0.681,220117,0.788,0.0,1,0.0753,-4.323,1,0.0785,170.019,4,0.839
42,Mala Mía,Maluma,133935,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,2019-01-15,62o8KoI44JfN7aYxgTnPvh,0.31,0.749,183753,0.752,0.0,6,0.232,-4.883,1,0.345,180.049,4,0.901
43,Cuando Nadie Ve,Morat,132757,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k,2019-01-15,71iAechwVKGu26pahzFL0k,0.133,0.806,219587,0.778,0.0,1,0.218,-4.577,0,0.0616,95.993,4,0.84
44,Me Rehúso,Danny Ocean,132377,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2019-01-15,6De0lHrwBfPfrhorm9q1Xl,0.0231,0.744,205715,0.804,0.0,1,0.0494,-6.327,1,0.0677,104.823,4,0.426
45,Aerolínea Carrillo,T3R Elemento,130569,https://open.spotify.com/track/0xYTyyfV767E2Vn3hz56kL,2019-01-15,0xYTyyfV767E2Vn3hz56kL,0.337,0.669,174276,0.561,0.0,1,0.198,-6.613,1,0.0318,114.405,3,0.867
46,Nunca Es Suficiente,Los Angeles Azules,129366,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg,2019-01-15,63USmok1OioBzKuWGW9wAg,0.398,0.789,266213,0.518,0.0,2,0.0891,-5.417,0,0.0406,94.001,4,0.78
47,Sin Pijama,Becky G,125811,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,2019-01-15,2ijef6ni2amuunRoKTlgww,0.354,0.791,188560,0.745,2.93e-05,11,0.104,-3.695,0,0.0464,94.014,4,0.82
48,NI BIEN NI MAL,Bad Bunny,122232,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2019-01-15,278kSqsZIiYp8p3QjYAqa8,0.556,0.826,236216,0.449,1.85e-05,5,0.273,-8.33,0,0.0674,128.028,4,0.337
49,Natural,Imagine Dragons,121285,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019-01-15,2FY7b99s15jUprqC0M5NCT,0.217,0.704,189467,0.611,0.0,2,0.0812,-6.112,1,0.0409,100.0,4,0.22
50,Dancing With A Stranger (with Normani),Sam Smith,115313,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-01-15,6Qs4SXO9dwPj5GKvVOv8Ki,0.45,0.741,171030,0.52,1.97e-06,8,0.222,-7.513,1,0.0656,102.998,4,0.347
1,Calma - Remix,Pedro Capó,664915,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-01-16,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
2,Adan y Eva,Paulo Londra,501995,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,2019-01-16,6FyRXC8tJUh863JCkyWqtk,0.323,0.767,258639,0.709,0.0,1,0.0676,-4.47,1,0.336,171.993,4,0.72
3,Desconocidos,Mau y Ricky,391149,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,2019-01-16,0s5DNDV6LAKn2u2Ufa3VjQ,0.146,0.709,204453,0.771,3.29e-06,7,0.249,-4.598,1,0.166,174.006,4,0.709
4,MIA (feat. Drake),Bad Bunny,377872,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-01-16,116H0KvKr2Zl4RPuVBruDO,0.0141,0.817,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,0.158
5,Ella Quiere Beber - Remix,Anuel AA,365399,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,2019-01-16,2cYnZNzFRFK0H7vSNxPsUq,0.265,0.751,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.698
6,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,347565,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-01-16,4w8niZpiMy6qz1mntFA5uM,0.153,0.841,212500,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
7,Baby Girl (feat. Lalo Ebratt),Mario Bautista,314507,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc,2019-01-16,6o8ogTrSX8H0F66Pdz3Tsc,0.0275,0.804,218470,0.705,0.000138,1,0.202,-5.272,1,0.199,103.009,4,0.45
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,283321,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-01-16,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
9,Te Vi,Piso 21,255704,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-01-16,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
10,Amigos Con Derechos,Reik,243825,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,2019-01-16,2zDj4WjbNDmrRL6Z4YjjCA,0.0481,0.686,227476,0.807,0.0,1,0.0652,-3.324,1,0.0613,183.971,4,0.63
11,Sola,Manuel Turizo,242852,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,2019-01-16,675w3ACw5xZR3ODhUJlEVN,0.483,0.704,195044,0.706,0.0,11,0.0965,-5.233,0,0.111,92.965,4,0.856
12,No Te Contaron Mal,Christian Nodal,234655,https://open.spotify.com/track/1LO951RWD10l9Vys0NrFty,2019-01-16,1LO951RWD10l9Vys0NrFty,0.388,0.617,156947,0.57,0.0,9,0.143,-3.074,0,0.0374,163.2,4,0.632
13,"thank u, next",Ariana Grande,229713,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019-01-16,2rPE9A1vEgShuZxxzR2tZH,0.28,0.724,207333,0.647,0.0,1,0.102,-5.642,1,0.0658,106.96,4,0.435
14,Cuando Te Besé,Becky G,222293,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,2019-01-16,2XXMDz7SPZ4mSFN1PXfHUy,0.307,0.772,254383,0.732,5.14e-06,9,0.106,-3.713,0,0.213,100.048,4,0.295
15,Adictiva,Daddy Yankee,217265,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,2019-01-16,6MJUCumnQsQEKbCy28tbCP,0.291,0.788,207853,0.771,5.62e-05,4,0.172,-3.206,0,0.0563,99.038,4,0.701
16,Vaina Loca,Ozuna,216876,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2019-01-16,48zFZh27QU5qsrBjn4C2FA,0.315,0.754,176133,0.805,0.0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
17,A Través Del Vaso,Grupo Arranke,214063,https://open.spotify.com/track/0oCSitNlzsQfuIapF9tXRQ,2019-01-16,0oCSitNlzsQfuIapF9tXRQ,0.358,0.612,188662,0.694,1.31e-05,5,0.347,-2.979,1,0.0297,143.851,3,0.92
18,In My Mind,Dynoro,208255,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019-01-16,0E9ZjEAyAwOXZ7wJC0PD33,0.176,0.694,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
19,Imposible,Luis Fonsi,207693,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,2019-01-16,3ao3OVxHlb3C08vAaApUlm,0.122,0.786,163880,0.764,0.0,11,0.102,-2.935,1,0.0798,90.979,4,0.913
20,Ya No Tiene Novio,Sebastian Yatra,207292,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2019-01-16,7uQmJ1jgNzBpATSoWKSPFu,0.048,0.632,198933,0.832,0.0,7,0.0705,-1.948,0,0.154,182.184,4,0.784
21,Bubalu,Becky G,203340,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,2019-01-16,7dNwJbsT0sg1le5kVugGJb,0.616,0.8,228493,0.355,0.0,6,0.118,-10.47,0,0.0895,145.929,4,0.253
22,Reggaeton,J Balvin,191571,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2019-01-16,2D3z17LBMJ2HEHeBFFjTLi,0.0165,0.747,158800,0.74,9.94e-05,4,0.101,-4.325,0,0.191,176.059,4,0.552
23,Secreto,Anuel AA,188414,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-01-16,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
24,BEBE,6ix9ine,188093,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,2019-01-16,4KkUjFkcQvGvWekl8RATDn,0.172,0.635,217822,0.902,0.0,0,0.125,-3.559,1,0.109,102.063,4,0.286
25,Happier,Marshmello,183681,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-01-16,2dpaYNEQHiRxtZbfNsse99,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
26,Solo de Mi,Bad Bunny,180598,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,2019-01-16,4uP3pUP18ennmz0tb3GphR,0.287,0.743,197968,0.73,8.1e-05,10,0.0778,-4.314,0,0.125,179.972,4,0.15
27,Créeme,KAROL G,180053,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,2019-01-16,1mT47pKLXUwPYGwB91GcNz,0.154,0.715,212493,0.872,0.000146,6,0.11,-3.501,1,0.0547,96.939,4,0.682
28,Rucón,Aleman,174242,https://open.spotify.com/track/6TDtGJSk3MDTnM6nTDu5Zu,2019-01-16,6TDtGJSk3MDTnM6nTDu5Zu,0.0196,0.863,168560,0.59,0.0,1,0.093,-8.768,1,0.5,161.98,4,0.579
29,Bohemian Rhapsody - Remastered 2011,Queen,173150,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019-01-16,7tFiyTwD0nx5a1eklYtX2J,0.254,0.397,354320,0.396,0.0,3,0.268,-9.91,1,0.05,142.913,4,0.227
30,Ni Gucci Ni Prada,Kenny Man,173067,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ,2019-01-16,32lexhcz93AinKK0qLTZaZ,0.41,0.799,175200,0.676,0.000777,2,0.325,-5.644,1,0.169,104.956,4,0.91
31,Ponle,Rvssian,164222,https://open.spotify.com/track/28O1p0bQXH2F6Qn8jBZZR4,2019-01-16,28O1p0bQXH2F6Qn8jBZZR4,0.187,0.857,164765,0.772,0.00181,10,0.0851,-4.736,0,0.194,94.028,4,0.589
32,En Peligro de Extinción,La Adictiva Banda San José de Mesillas,162853,https://open.spotify.com/track/45sVRPegWSGpIcsrDoaaCY,2019-01-16,45sVRPegWSGpIcsrDoaaCY,0.219,0.709,234198,0.483,2.33e-06,0,0.241,-3.734,1,0.0281,123.566,4,0.834
33,Baila Baila Baila,Ozuna,161996,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019-01-16,7uH27oIt4a6cIFCA8ZPcyG,0.0361,0.816,158400,0.754,0.0,11,0.217,-2.75,0,0.111,99.966,4,0.533
34,Promises (with Sam Smith),Calvin Harris,160809,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019-01-16,5N5k9nd479b1xpDZ4usjrg,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
35,No Es Justo,J Balvin,160690,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,2019-01-16,5qFeMRz4TvetPmzjre9Dq7,0.161,0.684,250840,0.811,0.000363,7,0.0871,-4.494,1,0.0714,87.866,4,0.721
36,Culpables,KAROL G,159301,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,2019-01-16,6q8Lb50EtqNeeJXXe8mMAH,0.279,0.728,226627,0.801,4.71e-06,8,0.143,-2.942,0,0.0683,130.059,4,0.416
37,PPP,Kevin Roldan,157929,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS,2019-01-16,1DcxnVNFAyVl2sDQ646pXS,0.363,0.786,129040,0.65,8.17e-05,4,0.122,-6.839,1,0.109,92.975,4,0.712
38,Puntos Suspensivos,Piso 21,156138,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv,2019-01-16,04cd1MHVq1D8v1nuTZoCdv,0.175,0.823,186316,0.731,0.0,11,0.131,-3.399,0,0.103,152.024,4,0.952
39,Amanece,Anuel AA,155788,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019-01-16,1LiN0Z98FkR1t0m8KmLcAH,0.437,0.79,190005,0.631,0.0,8,0.158,-5.549,0,0.0425,94.039,4,0.889
40,Te Boté - Remix,Nio Garcia,148947,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019-01-16,3V8UKqhEK5zBkBb6d6ub8i,0.542,0.903,417920,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442
41,Mejor Me Alejo,Banda Sinaloense MS de Sergio Lizárraga,143851,https://open.spotify.com/track/5OUGSwa2eadrcAsMdUItmO,2019-01-16,5OUGSwa2eadrcAsMdUItmO,0.206,0.823,201960,0.378,3.95e-06,0,0.106,-6.906,1,0.0431,124.084,4,0.54
42,NI BIEN NI MAL,Bad Bunny,141459,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2019-01-16,278kSqsZIiYp8p3QjYAqa8,0.556,0.826,236216,0.449,1.85e-05,5,0.273,-8.33,0,0.0674,128.028,4,0.337
43,Aerolínea Carrillo,T3R Elemento,139956,https://open.spotify.com/track/0xYTyyfV767E2Vn3hz56kL,2019-01-16,0xYTyyfV767E2Vn3hz56kL,0.337,0.669,174276,0.561,0.0,1,0.198,-6.613,1,0.0318,114.405,3,0.867
44,Déjala que vuelva (feat. Manuel Turizo),Piso 21,138347,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G,2019-01-16,1j6xOGusnyXq3l6IryKF3G,0.0482,0.681,220117,0.788,0.0,1,0.0753,-4.323,1,0.0785,170.019,4,0.839
45,Dancing With A Stranger (with Normani),Sam Smith,137485,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-01-16,6Qs4SXO9dwPj5GKvVOv8Ki,0.45,0.741,171030,0.52,1.97e-06,8,0.222,-7.513,1,0.0656,102.998,4,0.347
46,Nunca Es Suficiente,Los Angeles Azules,136210,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg,2019-01-16,63USmok1OioBzKuWGW9wAg,0.398,0.789,266213,0.518,0.0,2,0.0891,-5.417,0,0.0406,94.001,4,0.78
47,Mala Mía,Maluma,132614,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,2019-01-16,62o8KoI44JfN7aYxgTnPvh,0.31,0.749,183753,0.752,0.0,6,0.232,-4.883,1,0.345,180.049,4,0.901
48,Me Rehúso,Danny Ocean,131732,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2019-01-16,6De0lHrwBfPfrhorm9q1Xl,0.0231,0.744,205715,0.804,0.0,1,0.0494,-6.327,1,0.0677,104.823,4,0.426
49,Natural,Imagine Dragons,128585,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019-01-16,2FY7b99s15jUprqC0M5NCT,0.217,0.704,189467,0.611,0.0,2,0.0812,-6.112,1,0.0409,100.0,4,0.22
50,Sin Pijama,Becky G,128073,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,2019-01-16,2ijef6ni2amuunRoKTlgww,0.354,0.791,188560,0.745,2.93e-05,11,0.104,-3.695,0,0.0464,94.014,4,0.82
1,Calma - Remix,Pedro Capó,688398,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-01-17,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
2,Adan y Eva,Paulo Londra,519653,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,2019-01-17,6FyRXC8tJUh863JCkyWqtk,0.323,0.767,258639,0.709,0.0,1,0.0676,-4.47,1,0.336,171.993,4,0.72
3,Desconocidos,Mau y Ricky,411681,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,2019-01-17,0s5DNDV6LAKn2u2Ufa3VjQ,0.146,0.709,204453,0.771,3.29e-06,7,0.249,-4.598,1,0.166,174.006,4,0.709
4,MIA (feat. Drake),Bad Bunny,387813,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-01-17,116H0KvKr2Zl4RPuVBruDO,0.0141,0.817,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,0.158
5,Ella Quiere Beber - Remix,Anuel AA,380360,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,2019-01-17,2cYnZNzFRFK0H7vSNxPsUq,0.265,0.751,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.698
6,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,358719,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-01-17,4w8niZpiMy6qz1mntFA5uM,0.153,0.841,212500,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
7,Baby Girl (feat. Lalo Ebratt),Mario Bautista,328332,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc,2019-01-17,6o8ogTrSX8H0F66Pdz3Tsc,0.0275,0.804,218470,0.705,0.000138,1,0.202,-5.272,1,0.199,103.009,4,0.45
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,290596,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-01-17,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
9,Te Vi,Piso 21,272501,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-01-17,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
10,Sola,Manuel Turizo,259918,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,2019-01-17,675w3ACw5xZR3ODhUJlEVN,0.483,0.704,195044,0.706,0.0,11,0.0965,-5.233,0,0.111,92.965,4,0.856
11,Amigos Con Derechos,Reik,253328,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,2019-01-17,2zDj4WjbNDmrRL6Z4YjjCA,0.0481,0.686,227476,0.807,0.0,1,0.0652,-3.324,1,0.0613,183.971,4,0.63
12,No Te Contaron Mal,Christian Nodal,251147,https://open.spotify.com/track/1LO951RWD10l9Vys0NrFty,2019-01-17,1LO951RWD10l9Vys0NrFty,0.388,0.617,156947,0.57,0.0,9,0.143,-3.074,0,0.0374,163.2,4,0.632
13,"thank u, next",Ariana Grande,235419,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019-01-17,2rPE9A1vEgShuZxxzR2tZH,0.28,0.724,207333,0.647,0.0,1,0.102,-5.642,1,0.0658,106.96,4,0.435
14,Secreto,Anuel AA,229212,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-01-17,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
15,Cuando Te Besé,Becky G,226706,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,2019-01-17,2XXMDz7SPZ4mSFN1PXfHUy,0.307,0.772,254383,0.732,5.14e-06,9,0.106,-3.713,0,0.213,100.048,4,0.295
16,A Través Del Vaso,Grupo Arranke,225594,https://open.spotify.com/track/0oCSitNlzsQfuIapF9tXRQ,2019-01-17,0oCSitNlzsQfuIapF9tXRQ,0.358,0.612,188662,0.694,1.31e-05,5,0.347,-2.979,1,0.0297,143.851,3,0.92
17,Adictiva,Daddy Yankee,224926,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,2019-01-17,6MJUCumnQsQEKbCy28tbCP,0.291,0.788,207853,0.771,5.62e-05,4,0.172,-3.206,0,0.0563,99.038,4,0.701
18,Vaina Loca,Ozuna,218989,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2019-01-17,48zFZh27QU5qsrBjn4C2FA,0.315,0.754,176133,0.805,0.0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
19,Imposible,Luis Fonsi,215994,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,2019-01-17,3ao3OVxHlb3C08vAaApUlm,0.122,0.786,163880,0.764,0.0,11,0.102,-2.935,1,0.0798,90.979,4,0.913
20,In My Mind,Dynoro,215241,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019-01-17,0E9ZjEAyAwOXZ7wJC0PD33,0.176,0.694,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
21,Ya No Tiene Novio,Sebastian Yatra,215026,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2019-01-17,7uQmJ1jgNzBpATSoWKSPFu,0.048,0.632,198933,0.832,0.0,7,0.0705,-1.948,0,0.154,182.184,4,0.784
22,Bubalu,Becky G,210049,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,2019-01-17,7dNwJbsT0sg1le5kVugGJb,0.616,0.8,228493,0.355,0.0,6,0.118,-10.47,0,0.0895,145.929,4,0.253
23,Reggaeton,J Balvin,198524,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2019-01-17,2D3z17LBMJ2HEHeBFFjTLi,0.0165,0.747,158800,0.74,9.94e-05,4,0.101,-4.325,0,0.191,176.059,4,0.552
24,BEBE,6ix9ine,196091,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,2019-01-17,4KkUjFkcQvGvWekl8RATDn,0.172,0.635,217822,0.902,0.0,0,0.125,-3.559,1,0.109,102.063,4,0.286
25,Créeme,KAROL G,195243,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,2019-01-17,1mT47pKLXUwPYGwB91GcNz,0.154,0.715,212493,0.872,0.000146,6,0.11,-3.501,1,0.0547,96.939,4,0.682
26,Happier,Marshmello,190493,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-01-17,2dpaYNEQHiRxtZbfNsse99,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
27,Ni Gucci Ni Prada,Kenny Man,184281,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ,2019-01-17,32lexhcz93AinKK0qLTZaZ,0.41,0.799,175200,0.676,0.000777,2,0.325,-5.644,1,0.169,104.956,4,0.91
28,Solo de Mi,Bad Bunny,183980,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,2019-01-17,4uP3pUP18ennmz0tb3GphR,0.287,0.743,197968,0.73,8.1e-05,10,0.0778,-4.314,0,0.125,179.972,4,0.15
29,Rucón,Aleman,179465,https://open.spotify.com/track/6TDtGJSk3MDTnM6nTDu5Zu,2019-01-17,6TDtGJSk3MDTnM6nTDu5Zu,0.0196,0.863,168560,0.59,0.0,1,0.093,-8.768,1,0.5,161.98,4,0.579
30,Bohemian Rhapsody - Remastered 2011,Queen,177618,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019-01-17,7tFiyTwD0nx5a1eklYtX2J,0.254,0.397,354320,0.396,0.0,3,0.268,-9.91,1,0.05,142.913,4,0.227
31,Ponle,Rvssian,173103,https://open.spotify.com/track/28O1p0bQXH2F6Qn8jBZZR4,2019-01-17,28O1p0bQXH2F6Qn8jBZZR4,0.187,0.857,164765,0.772,0.00181,10,0.0851,-4.736,0,0.194,94.028,4,0.589
32,En Peligro de Extinción,La Adictiva Banda San José de Mesillas,169616,https://open.spotify.com/track/45sVRPegWSGpIcsrDoaaCY,2019-01-17,45sVRPegWSGpIcsrDoaaCY,0.219,0.709,234198,0.483,2.33e-06,0,0.241,-3.734,1,0.0281,123.566,4,0.834
33,Baila Baila Baila,Ozuna,167690,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019-01-17,7uH27oIt4a6cIFCA8ZPcyG,0.0361,0.816,158400,0.754,0.0,11,0.217,-2.75,0,0.111,99.966,4,0.533
34,Promises (with Sam Smith),Calvin Harris,165909,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019-01-17,5N5k9nd479b1xpDZ4usjrg,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486
35,No Es Justo,J Balvin,165809,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,2019-01-17,5qFeMRz4TvetPmzjre9Dq7,0.161,0.684,250840,0.811,0.000363,7,0.0871,-4.494,1,0.0714,87.866,4,0.721
36,Culpables,KAROL G,164640,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,2019-01-17,6q8Lb50EtqNeeJXXe8mMAH,0.279,0.728,226627,0.801,4.71e-06,8,0.143,-2.942,0,0.0683,130.059,4,0.416
37,PPP,Kevin Roldan,161629,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS,2019-01-17,1DcxnVNFAyVl2sDQ646pXS,0.363,0.786,129040,0.65,8.17e-05,4,0.122,-6.839,1,0.109,92.975,4,0.712
38,Amanece,Anuel AA,158118,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019-01-17,1LiN0Z98FkR1t0m8KmLcAH,0.437,0.79,190005,0.631,0.0,8,0.158,-5.549,0,0.0425,94.039,4,0.889
39,Puntos Suspensivos,Piso 21,152198,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv,2019-01-17,04cd1MHVq1D8v1nuTZoCdv,0.175,0.823,186316,0.731,0.0,11,0.131,-3.399,0,0.103,152.024,4,0.952
40,Te Boté - Remix,Nio Garcia,151140,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019-01-17,3V8UKqhEK5zBkBb6d6ub8i,0.542,0.903,417920,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442
41,Mejor Me Alejo,Banda Sinaloense MS de Sergio Lizárraga,150540,https://open.spotify.com/track/5OUGSwa2eadrcAsMdUItmO,2019-01-17,5OUGSwa2eadrcAsMdUItmO,0.206,0.823,201960,0.378,3.95e-06,0,0.106,-6.906,1,0.0431,124.084,4,0.54
42,NI BIEN NI MAL,Bad Bunny,149688,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2019-01-17,278kSqsZIiYp8p3QjYAqa8,0.556,0.826,236216,0.449,1.85e-05,5,0.273,-8.33,0,0.0674,128.028,4,0.337
